condition_name,canonical_term,score,study_count,status
immune thrombocytopenia(itp),Thrombocytopenia 4,78.04878,1,pending
retrovirus infection,Lentivirus Infections,78.04878,1,pending
saul-wilson syndrome,Mowat-Wilson syndrome,78.04878,1,pending
pe - pulmonary embolism,Pulmonary Embolism,78.04878,1,pending
niemann pick disease,Niemann-Pick Diseases,78.04878,1,pending
moderate-to-severe ulcerative colitis,"Colitis, Ulcerative",78.04878,1,pending
atrial hypertension,Essential Hypertension,78.04878,1,pending
lymphangiomatosis,Lymphangioleiomyomatosis,78.04878,1,pending
pancratic ductal adenocarcinoma,"Carcinoma, Pancreatic Ductal",77.9661,1,pending
antiphospholipid antibody syndrome primary,Antiphospholipid Syndrome,77.9661,1,pending
"myelodysplastic syndromes, de novo",Myelodysplastic Syndromes,77.9661,1,pending
corticobasal degeneration syndrome,Corticobasal Degeneration,77.9661,1,pending
low-risk myelodysplastic syndromes,Myelodysplastic Syndromes,77.9661,1,pending
chronic mucocutaneous candidiasis,"Candidiasis, Chronic Mucocutaneous",77.9661,1,pending
eosinophilic granulomatosis with polyangiitis (churg-strauss),Granulomatosis with Polyangiitis,77.92208,1,pending
thoracic esophageal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.92208,1,pending
"adenomatous polyposis coli, familial",Attenuated familial adenomatous polyposis,77.92208,1,pending
long-chain 3-hydroxyacyl-coa dehydrogenase deficiency,3-Hydroxyacyl-CoA Dehydrogenase Deficiency,77.89474,1,pending
multiple endocrine neoplasia (men) syndrome,Multiple Endocrine Neoplasia Type 1,77.77778,1,pending
mucopolysaccharidosis type iv a,Mucopolysaccharidosis I,77.77778,1,pending
insulitis,Sinusitis,77.77778,1,pending
infection episodes,Cestode Infections,77.77778,1,pending
periprosthetic fracture of hip,Periprosthetic Fractures,77.77778,1,pending
disbiosis,Dysbiosis,77.77778,1,pending
traction,Starvation,77.77778,1,pending
necorsis,Encopresis,77.77778,1,pending
thrombotic disorders,Phobic Disorders,77.77778,1,pending
charcot-marie-tooth disease type 2b1,"Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
crystalglobulinaemia,Cryoglobulinemia,77.77778,1,pending
behavior disorders in children,Child Behavior Disorders,77.77778,1,pending
relapsed chronic myelomonocytic leukemia,"Leukemia, Myelomonocytic, Acute",77.77778,1,pending
neoplasm of stomach,Stomach Neoplasms,77.77778,1,pending
dystonia 5,Dystonia,77.77778,1,pending
empty nose syndrome,imposter syndrome,77.77778,1,pending
tooth dislocation,Tooth Discoloration,77.77778,1,pending
charcot-marie-tooth disease type 2b2,"Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
refractory juvenile myelomonocytic leukemia,"Leukemia, Myelomonocytic, Acute",77.77778,1,pending
aviation,Starvation,77.77778,1,pending
"carcinoma, renal","Carcinoma, Embryonal",77.77778,1,pending
writing disorder,Imprinting Disorders,77.77778,1,pending
dystonia 9,Dystonia,77.77778,1,pending
dietary behaviours,Sedentary Behavior,77.77778,1,pending
charcot-marie-tooth disease type 2a1,"Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
metastatic non-small cell lung carcinoma,Small Cell Lung Carcinoma,77.77778,1,pending
bacteria,Bacteremia,77.77778,1,pending
inner ear disorders,Hearing Disorders,77.77778,1,pending
arthralgia syndrome,Marshall syndrome,77.77778,1,pending
"charcot-marie-tooth disease, type ia","Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
dizzyness,Dizziness,77.77778,1,pending
dysphoria,Dysphonia,77.77778,1,pending
charcot-marie-tooth disease type 2a2,"Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
ocular infections,Nocardia Infections,77.77778,1,pending
relapsed acute myelomonocytic leukemia,"Leukemia, Myelomonocytic, Acute",77.77778,1,pending
mucopolysaccharidosis iv type a,Mucopolysaccharidosis I,77.77778,1,pending
leukemia myelomonocytic chronic,"Leukemia, Myelomonocytic, Acute",77.77778,1,pending
refractory and relapsed multiple myeloma,Multiple Myeloma,77.77778,1,pending
wet age-related macular degeneration (amd),"Macular Degeneration, Age-Related, 2",77.77778,1,pending
corneal endothelial cells,Corneal Endothelial Cell Loss,77.77778,1,pending
"charcot-marie-tooth disease, type ia (disorder)","Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
dystonia 8,Dystonia,77.77778,1,pending
"charcot-marie-tooth disease, type ib","Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
unresectable non-small cell lung carcinoma,Small Cell Lung Carcinoma,77.77778,1,pending
genital neoplasms,Meningeal Neoplasms,77.77778,1,pending
bipolar sub disorder,Bipolar Disorder,77.77778,1,pending
behavioural problems,Problem Behavior,77.77778,1,pending
carcinoma non-small cell lung,Small Cell Lung Carcinoma,77.77778,1,pending
skin adenoid cystic carcinoma,"Carcinoma, Adenoid Cystic",77.77778,1,pending
secondary immune deficiency,Thiamine Deficiency,77.77778,1,pending
urologic malignant disorders,"Gait Disorders, Neurologic",77.77778,1,pending
large basal ganglia hemorrhage,Basal Ganglia Hemorrhage,77.77778,1,pending
dystonia 6,Dystonia,77.77778,1,pending
charcot-marie-tooth disease type 2b5,"Charcot-Marie-Tooth Disease, Type 4j",77.77778,1,pending
recurrent juvenile myelomonocytic leukemia,"Leukemia, Myelomonocytic, Acute",77.77778,1,pending
lymphadenopathy hilar,Lymphadenopathy,77.77778,1,pending
refractory gastroesophageal reflux disease,Gastroesophageal Reflux,77.77778,1,pending
irritable bowel syndrome mixed,Irritable Bowel Syndrome,77.77778,1,pending
cervical squamous intraepithelial lesion,Squamous Intraepithelial Lesions,77.77778,1,pending
spinocerebellar ataxia type 4,Spinocerebellar Ataxia 10,77.77778,1,pending
"artery diseases, peripheral",Peripheral Arterial Disease,77.77778,1,pending
tumor hyperinsulinism (tumor hi),Hyperinsulinism,77.77778,1,pending
invasive pneumococcal infection,Pneumococcal Infections,77.77778,1,pending
incontinence bowel,Fecal Incontinence,77.77778,1,pending
mucopolysaccharidosis disorders,Mucopolysaccharidosis I,77.77778,1,pending
pancreas diseases,Pancreatic Diseases,77.77778,1,pending
mycobacterium leprae infection,Mycobacterium Infections,77.77778,1,pending
severe immune deficiency,Thiamine Deficiency,77.77778,1,pending
propionic aciduria,Propionic Acidemia,77.77778,1,pending
crossbite,Frostbite,77.77778,1,pending
tooth abnormality,Tooth Abnormalities,77.77778,1,pending
patient navigation,Spatial Navigation,77.77778,1,pending
fallopian tube serous neoplasm,Fallopian Tube Neoplasms,77.77778,1,pending
pancreatic islets,Pancreatic Diseases,77.77778,1,pending
acute back pain,Back Pain,77.77778,1,pending
obsessive compulsive personality disorder,Compulsive Personality Disorder,77.77778,1,pending
hereditary spastic paraplegia type 51,"Spastic Paraplegia, Hereditary",77.61194,1,pending
laryngeal squamous cell carcinoma stage iii,Esophageal Squamous Cell Carcinoma,77.61194,1,pending
hereditary spastic paraplegia type 52,"Spastic Paraplegia, Hereditary",77.61194,1,pending
non-fluent primary progressive aphasia,Primary Progressive Nonfluent Aphasia,77.61194,1,pending
advanced laryngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.61194,1,pending
pulmonary fibrosis idiopathic familial,Idiopathic Pulmonary Fibrosis,77.61194,1,pending
stage iv sinonasal squamous cell carcinoma ajcc v7,Esophageal Squamous Cell Carcinoma,77.61194,1,pending
hereditary spastic paraplegia type 47,"Spastic Paraplegia, Hereditary",77.61194,1,pending
primary progressive non-fluent aphasia,Primary Progressive Nonfluent Aphasia,77.61194,1,pending
familial idiopathic pulmonary fibrosis,Idiopathic Pulmonary Fibrosis,77.61194,1,pending
refractory laryngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.61194,1,pending
active refractory rheumatoid arthritis,Negative rheumatoid factor polyarthritis,77.61194,1,pending
nutritional and metabolic disease,Nutritional and Metabolic Diseases,77.61194,1,pending
laryngeal squamous cell carcinoma stage iv,Esophageal Squamous Cell Carcinoma,77.61194,1,pending
"tuberculosis, multi drug resistant","Tuberculosis, Multidrug-Resistant",77.61194,1,pending
chronic obstructive pulmonary disease moderate,"Pulmonary Disease, Chronic Obstructive",77.61194,1,pending
malignant mesenchymoma,Malignant mesenchymal tumor,77.55102,1,pending
rectal neuroendocrine tumors,Neuroendocrine Tumors,77.55102,1,pending
dupuytren's contracture left,Dupuytren Contracture,77.55102,1,pending
"carcinoma, pancreatic","Carcinoma, Pancreatic Ductal",77.55102,1,pending
hand-foot-and-mouth disease,Foot-and-Mouth Disease,77.55102,1,pending
cardiac abnormalities,Cardiovascular Abnormalities,77.55102,1,pending
"mammary neoplasms, human","Mammary Neoplasms, Animal",77.55102,1,pending
oppositional defiant,Oppositional Defiant Disorder,77.55102,1,pending
aorta thoracic; aneurysm,"Aortic Aneurysm, Thoracic",77.55102,1,pending
familiar hypercholesterolemia,Hypercholesterolemia,77.55102,1,pending
17q21.31 deletion syndrome,22q11 Deletion Syndrome,77.55102,1,pending
cerebral adrenoleukodystrophy,Adrenoleukodystrophy,77.55102,1,pending
spinal muscular atrophies,"Muscular Atrophy, Spinal",77.55102,1,pending
cardiorenal syndrome type 1,Meckel syndrome type 1,77.55102,1,pending
hereditary heart diseases,"Eye Diseases, Hereditary",77.55102,1,pending
distal humerus fractures (intra or extra-articular),"Humeral Fractures, Distal",77.55102,1,pending
x-linked adrenoleukodystrophy (x-ald),Adrenoleukodystrophy,77.55102,1,pending
retinal vascularisation,Corneal Neovascularization,77.55102,1,pending
type 2 myocardial infarction,Myocardial Infarction,77.55102,1,pending
type 1 acute myocardial infarction,Myocardial Infarction,77.55102,1,pending
premature preterm rupture of membranes,Preterm Premature Rupture of the Membranes,77.5,1,pending
port-wine stains (pws),Port-Wine Stain,77.41936,1,pending
macular atrophy,Muscular Atrophy,77.41936,1,pending
duchenne/becker muscular dystrophy,"Muscular Dystrophy, Duchenne",77.41936,1,pending
oral squamous cell carcinoma (scc),Esophageal Squamous Cell Carcinoma,77.41936,1,pending
joubert syndrome,Turcot syndrome,77.41936,1,pending
children behavior,Child Behavior,77.41936,1,pending
stroke syndrome,Alstrom Syndrome,77.41936,1,pending
ovary neoplasms,Vulvar Neoplasms,77.41936,1,pending
"stenoses, spinal",Spinal Stenosis,77.41936,1,pending
pain disorders,Hearing Disorders,77.41936,1,pending
abdominal imaging,Abdominal Pain,77.41936,1,pending
cowden's syndrome,Cohen syndrome,77.41936,1,pending
aortic stenosis (treated with tavi),Carotid Stenosis,77.41936,1,pending
generalized lipodystrophy (gld),"Lipodystrophy, Congenital Generalized",77.41936,1,pending
port-wine stains (capillary malformations),Port-Wine Stain,77.41936,1,pending
tubular atrophy (ta),Muscular Atrophy,77.41936,1,pending
pediatric abdominal imaging,Abdominal Pain,77.41936,1,pending
drug-related side effects and adverse reaction,Drug-Related Side Effects and Adverse Reactions,77.41936,1,pending
refractory t-cell lymphoma,"Lymphoma, T-Cell",77.41936,1,pending
adrenal carcinoma,Adenocarcinoma,77.41936,1,pending
carcinoma adrenal,Adenocarcinoma,77.41936,1,pending
"lyphoma, b-cell","Lymphoma, B-Cell",77.41936,1,pending
hand tenosynovitis,Tenosynovitis,77.41936,1,pending
relapsed/refractory t-cell lymphoma,"Lymphoma, T-Cell",77.41936,1,pending
pelvic diseases,Splenic Diseases,77.41936,1,pending
t-cell lymphoma (t-nhl),"Lymphoma, T-Cell",77.41936,1,pending
risk communication,Communication,77.41936,1,pending
caroli syndrome,Aicardi Syndrome,77.41936,1,pending
diseases of liver,Liver Diseases,77.41936,1,pending
vaping behavior,Helping Behavior,77.41936,1,pending
maxilla atrophy,Atrophic Maxilla,77.41936,1,pending
arteriovenous malformation of brain,Arteriovenous Malformations,77.41936,1,pending
childhood-onset systemic lupus erythematous,"Lupus Erythematosus, Systemic",77.41936,1,pending
jeavons syndrome,Jacobs syndrome,77.41936,1,pending
other connective tissue disease,Mixed Connective Tissue Disease,77.41936,1,pending
intracranial arterial dissection,Intracranial Arterial Diseases,77.41936,1,pending
oropharyngeal hpv squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.333336,1,pending
syndrome of inappropriate antidiuresis,Nephrogenic Syndrome of Inappropriate Antidiuresis,77.27273,1,pending
neurocognitive model,Neurocognitive Disorders,77.27273,1,pending
dental hypersensitivity,Food Hypersensitivity,77.27273,1,pending
rare auto-immune diseases,Autoimmune Diseases,77.27273,1,pending
oht - ocular hypertension,Ocular Hypertension,77.27273,1,pending
pediatric-type follicular lymphoma,"Lymphoma, Follicular",77.27273,1,pending
hypoxic encephalopathy,Hepatic Encephalopathy,77.27273,1,pending
uterine adenocarcinoma,Adenocarcinoma in Situ,77.27273,1,pending
psoriatic arthritis (psa,"Arthritis, Psoriatic",77.27273,1,pending
breech fetal presentation,Breech Presentation,77.27273,1,pending
primary immune deficiencies,Immune Deficiency Disease,77.27273,1,pending
osteoarthritis knee left,"Osteoarthritis, Knee",77.27273,1,pending
mitochondrial diabetes,Mitochondrial Diseases,77.27273,1,pending
stage iii endometrial carcinoma,"Carcinoma, Endometrioid",77.27273,1,pending
hematopoietic neoplasms,Hematologic Neoplasms,77.27273,1,pending
nsaids hypersensitivity,Milk Hypersensitivity,77.27273,1,pending
locally advanced unresectable cholangiocarcinoma,Cholangiocarcinoma,77.27273,1,pending
carcinoma;endocrine,"Carcinoma, Neuroendocrine",77.27273,1,pending
genetic kidney disease,"Skin Diseases, Genetic",77.27273,1,pending
lung infection bacterial,Bacterial Infections,77.27273,1,pending
atrioventricular canal,Atrioventricular Block,77.27273,1,pending
relapsed or refractory non-hodgkin lymphoma,"Lymphoma, Non-Hodgkin",77.27273,1,pending
digital papillary adenocarcinoma,"Adenocarcinoma, Papillary",77.192986,1,pending
suspected limbic predominant age-related tdp-43 encephalopathy (late),limbic-predominant age-related TDP-43 encephalopathy,77.192986,1,pending
relapsed or refractory peripheral t-cell lymphoma,"Lymphoma, T-Cell, Peripheral",77.192986,1,pending
hyperventilation syndrome,Obesity Hypoventilation Syndrome,77.192986,1,pending
"cutaneous leishmaniasis, american","Leishmaniasis, Cutaneous",77.192986,1,pending
nasopharyngeal carcinoma by ajcc v9 stage,Nasopharyngeal Carcinoma,77.192986,1,pending
grade i neuroendocrine carcinoma,"Carcinoma, Neuroendocrine",77.192986,1,pending
juvenile nephropathic cystinosis,"Cystinosis, Infantile Nephropathic",77.192986,1,pending
bladder neuroendocrine carcinoma,"Carcinoma, Neuroendocrine",77.192986,1,pending
primary immunodeficiency disease,Primary Immunodeficiency Diseases,77.192986,1,pending
diseases of the digestive system,Digestive System Diseases,77.192986,1,pending
locally advanced unresectable hepatocellular carcinoma,"Carcinoma, Hepatocellular",77.192986,1,pending
hepatic neuroendocrine carcinoma,"Carcinoma, Neuroendocrine",77.192986,1,pending
1q21.1 microduplication syndrome (disorder),Chromosome 1q21.1 Duplication Syndrome,77.14286,1,pending
familial hypercholesterolemias,Homozygous Familial Hypercholesterolemia,77.14286,1,pending
"polyarthritis, juvenile, rheumatoid factor negative",Negative rheumatoid factor polyarthritis,77.10844,1,pending
heterozygous or homozygous familial hypercholesterolemia,Homozygous Familial Hypercholesterolemia,77.083336,1,pending
rejection sensitivity,Dentin Sensitivity,76.92308,1,pending
post-operative pulmonary complications,Postoperative Complications,76.92308,1,pending
endometriomas,Endometriosis,76.92308,1,pending
diabetes-related complications,Diabetes Complications,76.92308,1,pending
refractory ascite,Ascites,76.92308,1,pending
stage iv esophageal adenocarcinoma ajcc v7,Adenocarcinoma Of Esophagus,76.92308,1,pending
acute insomnia disorder,Parkinsonian Disorders,76.92308,1,pending
vasculitic neuropathy,Sciatic Neuropathy,76.92308,1,pending
joint osteoarthritis,"Osteoarthritis, Hip",76.92308,1,pending
unconscious,Unconsciousness,76.92308,1,pending
stage iv thyroid gland papillary carcinoma ajcc v7,Papillary Thyroid Microcarcinoma,76.92308,1,pending
stage iv esophageal adenocarcinoma,Adenocarcinoma Of Esophagus,76.92308,1,pending
immune deficiency disorders,Immune Deficiency Disease,76.92308,1,pending
aortic aneurysms descending,"Aneurysm, Ascending Aorta",76.92308,1,pending
squamous cell anal carcinoma,"Carcinoma, Squamous Cell",76.92308,1,pending
"compliance, treatment",Patient Compliance,76.92308,1,pending
ra complications,Pregnancy Complications,76.92308,1,pending
advanced/ metastatic solid tumors,Desmoid Tumors,76.92308,1,pending
vaginitis bacterial,"Vaginosis, Bacterial",76.92308,1,pending
ophthalmic disease,Hypothalamic Diseases,76.92308,1,pending
myelin degeneration,Retinal Degeneration,76.92308,1,pending
cns sarcoidosis,Sarcoidosis,76.92308,1,pending
non-allergic rhinitis,"Rhinitis, Allergic",76.92308,1,pending
recurrent esophageal adenocarcinoma,Adenocarcinoma Of Esophagus,76.92308,1,pending
"mild, moderate, or severe alzheimer's disease",Alzheimer Disease,76.92308,1,pending
venous thrombosis deep (limbs),Venous Thrombosis,76.92308,1,pending
advanced skin squamous cell carcinoma,"Carcinoma, Squamous Cell",76.92308,1,pending
adrenal neoplasm,Adrenal Gland Neoplasms,76.92308,1,pending
"carcinoma, transitional cell, bladder","Carcinoma, Transitional Cell",76.92308,1,pending
men infertility,Infertility,76.92308,1,pending
refractory thyroid gland papillary carcinoma,Papillary Thyroid Microcarcinoma,76.92308,1,pending
